name,SW,HMM,HD,HMM_corrected
VC_2020,E,E,1,E
VC_2021,E,E,1,E
VC_2022,E,E,1,E
VC_2023,D,S,1,S
VC_2024,D,S,1,S
VC_2025,n/a,S,0,S
VC_2026,D,S,0,S
VC_2027,NE,NE,0,NE
VC_2028,NE,NE,0,NE
VC_2029,NE,NE,0,NE
VC_2030,D,D,0,D
VC_2031,D,D,0,D
VC_2032,NE,NE,0,NE
VC_2033,NE,NE,0,NE
VC_2034,n/a,E,1,E
VC_2035,NE,NE,0,NE
VC_2036,NE,NE,0,NE
VC_2037,NE,NE,0,NE
VC_2038,NE,NE,0,NE
VC_2039,NE,NE,0,NE
VC_2040,n/a,NE,0,NE
VC_2041,D,D,0,D
VC_2042,NE,NE,0,NE
VC_2043,NE,NE,0,NE
VC_2044,NE,NE,0,NE
VC_2045,NE,NE,0,NE
VC_2046,NE,NE,0,NE
VC_2047,NE,NE,0,NE
VC_2048,NE,NE,0,NE
VC_2049,NE,NE,0,NE
VC_2051,NE,NE,0,NE
VC_2052,NE,NE,0,NE
VC_2053,NE,NE,0,NE
VC_2054,n/a,NE,0,NE
VC_2055,NE,NE,0,NE
VC_2056,NE,NE,0,NE
VC_2057,NE,NE,0,NE
VC_2058,NE,NE,0,NE
VC_2059,NE,NE,0,NE
VC_2060,NE,NE,0,NE
VC_2061,NE,NE,0,NE
VC_2062,NE,NE,0,NE
VC_2063,NE,NE,0,NE
VC_2064,NE,NE,0,NE
VC_2065,NE,NE,0,NE
VC_2066,NE,NE,0,NE
VC_2067,NE,NE,0,NE
VC_2068,NE,NE,0,NE
VC_2069,NE,NE,0,NE
VC_2070,NE,NE,0,NE
VC_2071,n/a,NE,0,NE
VC_2072,NE,NE,0,NE
VC_2073,NE,NE,0,NE
VC_2074,E,E,1,E
VC_2075,NE,NE,0,NE
VC_2076,NE,NE,0,NE
VC_2077,NE,NE,0,NE
VC_2078,NE,NE,0,NE
VC_2079,n/a,NE,0,NE
VC_2080,NE,NE,0,NE
VC_2081,NE,NE,0,NE
VC_2082,NE,NE,0,NE
VC_2083,NE,NE,0,NE
VC_2084,NE,NE,0,NE
VC_2085,NE,NE,0,NE
VC_2086,D,NE,0,NE
VC_2087,NE,NE,0,NE
VC_2088,NE,NE,0,NE
VC_2089,NE,NE,0,NE
VC_2090,NE,NE,0,NE
VC_2091,NE,NE,0,NE
VC_2092,NE,NE,0,NE
VC_2093,NE,NE,0,NE
VC_2094,NE,NE,0,NE
VC_2095,NE,NE,0,NE
VC_2096,E,E,1,E
VC_2097,NE,NE,0,NE
VC_2098,n/a,NE,0,NE
VC_2099,E,E,1,E
VC_2100,NE,NE,0,NE
VC_2101,NE,NE,0,NE
VC_2102,n/a,NE,0,NE
VC_2103,NE,NE,0,NE
VC_2104,n/a,NE,0,NE
VC_2105,NE,NE,0,NE
VC_2106,NE,NE,0,NE
VC_2107,NE,NE,0,NE
VC_2108,D,E,1,E
VC_2109,E,E,1,E
VC_2110,NE,NE,0,NE
VC_2111,NE,NE,0,NE
VC_2112,NE,NE,0,NE
VC_2113,NE,NE,0,NE
VC_2114,n/a,NE,0,NE
VC_2115,NE,NE,0,NE
VC_2116,NE,NE,0,NE
VC_2117,n/a,NE,0,NE
VC_2118,NE,NE,0,NE
VC_2119,NE,NE,0,NE
VC_2120,NE,NE,0,NE
VC_2121,NE,NE,0,NE
VC_2122,NE,NE,0,NE
VC_2123,NE,NE,0,NE
VC_2124,NE,NE,0,NE
VC_2125,NE,NE,0,NE
VC_2126,NE,NE,0,NE
VC_2127,NE,NE,0,NE
VC_2128,NE,NE,0,NE
VC_2129,NE,NE,0,NE
VC_2130,NE,NE,0,NE
VC_2131,NE,NE,0,NE
VC_2132,NE,NE,0,NE
VC_2133,NE,NE,0,NE
VC_2134,NE,NE,0,NE
VC_2135,NE,NE,0,NE
VC_2136,NE,NE,0,NE
VC_2137,NE,NE,0,NE
VC_2138,NE,NE,0,NE
VC_2139,NE,NE,0,NE
VC_2140,NE,NE,0,NE
VC_2141,NE,NE,0,NE
VC_2142,NE,NE,0,NE
VC_2143,NE,NE,0,NE
VC_2144,NE,NE,0,NE
VC_2145,NE,NE,0,NE
VC_2146,NE,NE,0,NE
VC_2147,NE,NE,0,NE
VC_2148,n/a,NE,0,NE
VC_2149,NE,NE,0,NE
VC_2150,NE,NE,0,NE
VC_2151,n/a,E,1,E
VC_2152,D,E,1,E
VC_2153,NE,NE,0,NE
VC_2154,n/a,NE,0,NE
VC_2155,n/a,NE,1,NE
VC_2156,NE,NE,0,NE
VC_2157,E,E,1,E
VC_2158,n/a,NE,0,NE
VC_2159,NE,NE,0,NE
VC_2160,NE,NE,0,NE
VC_2161,NE,NE,0,NE
VC_2162,NE,NE,0,NE
VC_2163,NE,NE,0,NE
VC_2164,NE,NE,0,NE
VC_2165,NE,NE,0,NE
VC_2166,NE,NE,0,NE
VC_2167,NE,NE,0,NE
VC_2168,NE,NE,0,NE
VC_2169,n/a,NE,0,NE
VC_2170,n/a,NE,0,NE
VC_2171,NE,NE,0,NE
VC_2172,NE,NE,0,NE
VC_2173,n/a,NE,1,NE
VC_2174,NE,NE,0,NE
VC_2175,E,E,1,E
VC_2176,NE,NE,0,NE
VC_2177,NE,NE,0,NE
VC_2178,NE,S,1,S
VC_2179,E,S,1,S
VC_2180,D,S,1,S
VC_2181,E,E,1,E
VC_2182,E,E,1,E
VC_2183,E,E,1,E
VC_2184,E,E,1,E
VC_2185,NE,NE,0,NE
VC_2186,n/a,NE,0,NE
VC_2187,NE,NE,0,NE
VC_2188,NE,NE,0,NE
VC_2189,n/a,NE,0,NE
VC_2190,NE,NE,0,NE
VC_2191,NE,NE,0,NE
VC_2192,NE,NE,0,NE
VC_2193,NE,NE,0,NE
VC_2194,NE,NE,0,NE
VC_2195,NE,NE,0,NE
VC_2196,NE,NE,0,NE
VC_2197,NE,NE,0,NE
VC_2198,NE,NE,0,NE
VC_2199,NE,NE,0,NE
VC_2200,NE,NE,0,NE
VC_2201,NE,NE,0,NE
VC_2202,NE,NE,0,NE
VC_2203,NE,NE,0,NE
VC_2204,NE,NE,0,NE
VC_2205,NE,NE,0,NE
VC_2206,NE,NE,0,NE
VC_2207,NE,NE,0,NE
VC_2208,NE,NE,0,NE
VC_2209,NE,NE,0,NE
VC_2210,NE,NE,0,NE
VC_2211,NE,NE,0,NE
VC_2212,NE,NE,0,NE
VC_2213,NE,NE,0,NE
VC_2214,E,E,1,E
VC_2215,NE,NE,0,NE
VC_2216,NE,NE,0,NE
VC_2217,NE,NE,0,NE
VC_2218,n/a,NE,1,NE
VC_2219,n/a,NE,0,NE
VC_2220,NE,NE,0,NE
VC_2221,n/a,NE,0,NE
VC_2222,NE,NE,0,NE
VC_2223,NE,NE,0,NE
VC_2224,NE,NE,0,NE
VC_2225,NE,NE,0,NE
VC_2226,NE,NE,0,NE
VC_2227,NE,NE,0,NE
VC_2228,n/a,NE,0,NE
VC_2229,NE,NE,0,NE
VC_2230,D,NE,0,NE
VC_2231,NE,NE,0,NE
VC_2232,NE,NE,0,NE
VC_2233,E,E,1,E
VC_2234,NE,NE,0,NE
VC_2235,NE,NE,0,NE
VC_2236,NE,NE,0,NE
VC_2237,NE,NE,0,NE
VC_2238,NE,NE,0,NE
VC_2239,NE,NE,0,NE
VC_2240,NE,NE,0,NE
VC_2241,NE,NE,0,NE
VC_2242,E,E,1,E
VC_2243,n/a,NE,1,NE
VC_2244,E,E,1,E
VC_2245,D,E,1,E
VC_2246,NE,NE,0,NE
VC_2247,E,E,1,E
VC_2248,E,E,1,E
VC_2249,E,E,1,E
VC_2250,D,E,1,E
VC_2251,NE,NE,0,NE
VC_2252,E,E,1,E
VC_2253,E,E,1,E
VC_2254,D,E,1,E
VC_2255,E,E,1,E
VC_2256,D,E,1,E
VC_2257,E,E,1,E
VC_2258,E,E,1,E
VC_2259,E,E,1,E
VC_2260,E,E,1,E
VC_2261,E,E,1,E
VC_2262,NE,NE,0,NE
VC_2263,n/a,NE,0,NE
VC_2264,NE,NE,0,NE
VC_2265,D,S,0,S
VC_2266,D,S,0,S
VC_2267,D,NE,0,NE
VC_2268,NE,NE,0,NE
VC_2269,NE,NE,0,NE
VC_2270,NE,NE,0,NE
VC_2271,NE,NE,0,NE
VC_2272,NE,NE,0,NE
VC_2273,NE,NE,0,NE
VC_2274,NE,NE,0,NE
VC_2275,NE,NE,0,NE
VC_2276,NE,NE,0,NE
VC_2277,NE,NE,0,NE
VC_2278,NE,NE,0,NE
VC_2279,NE,NE,0,NE
VC_2280,NE,NE,0,NE
VC_2281,NE,NE,0,NE
VC_2282,NE,NE,0,NE
VC_2283,NE,NE,0,NE
VC_2284,n/a,NE,1,NE
VC_2285,NE,NE,0,NE
VC_2286,NE,NE,0,NE
VC_2287,NE,NE,0,NE
VC_2288,NE,NE,0,NE
VC_2289,D,S,1,S
VC_2290,NE,NE,0,NE
VC_2291,NE,NE,0,NE
VC_2292,NE,NE,0,NE
VC_2293,NE,NE,0,NE
VC_2294,NE,NE,0,NE
VC_2295,NE,NE,0,NE
VC_2296,NE,NE,0,NE
VC_2297,NE,NE,0,NE
VC_2298,NE,NE,0,NE
VC_2299,NE,NE,0,NE
VC_2300,NE,NE,0,NE
VC_2301,NE,NE,0,NE
VC_2302,NE,NE,0,NE
VC_2303,NE,NE,0,NE
VC_2304,n/a,NE,0,NE
VC_2305,NE,NE,0,NE
VC_2306,n/a,NE,0,NE
VC_2307,NE,NE,0,NE
VC_2308,NE,NE,0,NE
VC_2309,NE,NE,0,NE
VC_2310,NE,NE,0,NE
VC_2311,NE,NE,0,NE
VC_2312,NE,NE,0,NE
VC_2313,n/a,NE,0,NE
VC_2314,NE,NE,0,NE
VC_2315,n/a,NE,0,NE
VC_2316,NE,NE,0,NE
VC_2317,n/a,NE,0,NE
VC_2318,n/a,NE,0,NE
VC_2319,NE,NE,0,NE
VC_2320,NE,NE,0,NE
VC_2321,n/a,NE,0,NE
VC_2322,NE,NE,0,NE
VC_2323,NE,NE,0,NE
VC_2324,NE,NE,0,NE
VC_2325,n/a,NE,0,NE
VC_2326,NE,NE,0,NE
VC_2327,n/a,NE,0,NE
VC_2328,n/a,NE,0,NE
VC_2329,E,E,1,E
VC_2330,NE,NE,0,NE
VC_2331,n/a,NE,1,NE
VC_2332,NE,NE,0,NE
VC_2333,NE,NE,0,NE
VC_2334,NE,NE,0,NE
VC_2335,NE,NE,0,NE
VC_2336,NE,NE,0,NE
VC_2337,NE,NE,0,NE
VC_2338,NE,NE,0,NE
VC_2339,NE,NE,0,NE
VC_2340,NE,NE,0,NE
VC_2341,NE,NE,0,NE
VC_2342,E,E,1,E
VC_2343,NE,NE,0,NE
VC_2344,NE,NE,0,NE
VC_2345,NE,NE,0,NE
VC_2346,NE,NE,0,NE
VC_2347,NE,NE,0,NE
VC_2348,NE,NE,0,NE
VC_2349,NE,NE,0,NE
VC_2350,NE,NE,0,NE
VC_2351,n/a,NE,0,NE
VC_2352,NE,NE,0,NE
VC_2353,NE,NE,0,NE
VC_2354,n/a,NE,0,NE
VC_2355,NE,NE,0,NE
VC_2356,NE,NE,0,NE
VC_2357,NE,NE,0,NE
VC_2358,NE,NE,0,NE
VC_2359,NE,NE,0,NE
VC_2360,NE,NE,0,NE
VC_2361,NE,NE,0,NE
VC_2362,NE,NE,0,NE
VC_2363,NE,NE,0,NE
VC_2364,NE,NE,0,NE
VC_2364.1,n/a,NE,0,NE
VC_2365,NE,NE,0,NE
VC_2366,NE,NE,0,NE
VC_2367,NE,NE,0,NE
VC_2368,NE,NE,0,NE
VC_2369,D,NE,0,NE
VC_2370,NE,NE,0,NE
VC_2371,NE,NE,0,NE
VC_2372,n/a,NE,0,NE
VC_2373,NE,NE,0,NE
VC_2374,NE,NE,0,NE
VC_2375,n/a,NE,0,NE
VC_2376,NE,NE,0,NE
VC_2377,NE,NE,0,NE
VC_2378,NE,NE,0,NE
VC_2379,D,NE,1,NE
VC_2380,NE,NE,0,NE
VC_2381,NE,NE,0,NE
VC_2382,NE,NE,0,NE
VC_2383,NE,NE,0,NE
VC_2384,D,D,0,D
VC_2385,D,D,1,D
VC_2386,E,S,1,S
VC_2387,D,S,1,S
VC_2388,NE,NE,0,NE
VC_2389,NE,NE,0,NE
VC_2390,NE,NE,0,NE
VC_2391,D,S,1,S
VC_2392,NE,NE,0,NE
VC_2393,n/a,NE,0,NE
VC_2394,D,E,1,E
VC_2395,D,E,1,E
VC_2396,E,E,1,E
VC_2397,E,E,1,E
VC_2398,D,E,1,E
VC_2399,E,E,1,E
VC_2400,E,E,1,E
VC_2401,E,E,1,E
VC_2402,D,E,1,E
VC_2403,E,E,1,E
VC_2404,D,E,1,E
VC_2405,E,E,1,E
VC_2406,E,E,1,E
VC_2407,E,E,1,E
VC_2408,D,E,1,E
VC_2409,D,E,1,E
VC_2410,n/a,S,1,S
VC_2411,n/a,S,0,S
VC_2412,D,S,0,S
VC_2413,NE,NE,0,NE
VC_2414,NE,NE,0,NE
VC_2415,NE,NE,0,NE
VC_2416,NE,NE,0,NE
VC_2417,NE,NE,0,NE
VC_2418,NE,NE,0,NE
VC_2419,NE,NE,0,NE
VC_2420,NE,NE,0,NE
VC_2421,NE,NE,0,NE
VC_2422,NE,NE,0,NE
VC_2423,NE,NE,0,NE
VC_2424,NE,NE,0,NE
VC_2425,NE,NE,0,NE
VC_2426,D,D,1,D
VC_2427,D,E,1,E
VC_2428,NE,NE,0,NE
VC_2429,n/a,NE,0,NE
VC_2430,E,E,1,E
VC_2431,E,E,1,E
VC_2432,NE,NE,0,NE
VC_2433,NE,NE,0,NE
VC_2434,NE,NE,0,NE
VC_2435,NE,NE,0,NE
VC_2436,NE,NE,0,NE
VC_2437,NE,NE,0,NE
VC_2438,NE,NE,0,NE
VC_2439,NE,NE,0,NE
VC_2440,NE,NE,0,NE
VC_2441,NE,NE,0,NE
VC_2442,NE,NE,0,NE
VC_2443,NE,NE,0,NE
VC_2444,NE,NE,0,NE
VC_2445,NE,NE,0,NE
VC_2446,NE,NE,0,NE
VC_2447,E,E,1,E
VC_2448,E,E,1,E
VC_2449,n/a,NE,0,NE
VC_2450,NE,NE,0,NE
VC_2451,NE,NE,0,NE
VC_2452,NE,NE,0,NE
VC_2453,D,NE,0,NE
VC_2454,NE,NE,0,NE
VC_2455,NE,NE,0,NE
VC_2456,NE,NE,0,NE
VC_2457,E,E,1,E
VC_2458,E,E,1,E
VC_2459,NE,NE,0,NE
VC_2460,E,E,1,E
VC_2461,D,E,1,E
VC_2462,E,E,1,E
VC_2463,NE,NE,0,NE
VC_2464,D,E,1,E
VC_2465,NE,NE,0,NE
VC_2466,NE,S,0,S
VC_2467,D,S,1,S
VC_2468,n/a,NE,0,NE
VC_2469,NE,NE,0,NE
VC_2470,NE,NE,0,NE
VC_2471,NE,NE,0,NE
VC_2472,D,S,1,S
VC_2473,NE,S,0,S
VC_2474,D,S,1,S
VC_2475,D,E,1,E
VC_2476,NE,NE,0,NE
VC_2477,n/a,NE,0,NE
VC_2478,NE,NE,0,NE
VC_2479,NE,NE,0,NE
VC_2480,NE,NE,0,NE
VC_2481,NE,NE,0,NE
VC_2482,NE,NE,0,NE
VC_2483,NE,NE,0,NE
VC_2484,NE,NE,0,NE
VC_2485,NE,NE,0,NE
VC_2486,n/a,NE,0,NE
VC_2487,NE,NE,0,NE
VC_2488,NE,NE,0,NE
VC_2489,NE,NE,0,NE
VC_2490,NE,NE,0,NE
VC_2491,NE,NE,0,NE
VC_2492,NE,NE,0,NE
VC_2493,NE,NE,0,NE
VC_2494,D,NE,0,NE
VC_2495,Duplicated Gene,,,Duplicated Gene
VC_2496,Duplicated Gene,,,Duplicated Gene
VC_2497,NE,NE,0,NE
VC_2498,NE,NE,0,NE
VC_2499,D,E,1,E
VC_2500,E,E,1,E
VC_2501,NE,NE,0,NE
VC_2502,NE,NE,0,NE
VC_2503,D,E,1,E
VC_2504,NE,NE,0,NE
VC_2505,NE,NE,0,NE
VC_2506,NE,NE,0,NE
VC_2507,NE,NE,0,NE
VC_2508,NE,NE,0,NE
VC_2509,n/a,NE,1,NE
VC_2510,NE,NE,0,NE
VC_2511,NE,NE,0,NE
VC_2512,NE,NE,0,NE
VC_2513,D,E,1,E
VC_2514,E,E,1,E
VC_2515,NE,NE,0,NE
VC_2516,NE,NE,0,NE
VC_2517,NE,NE,0,NE
VC_2518,NE,NE,0,NE
VC_2519,NE,NE,0,NE
VC_2520,NE,NE,0,NE
VC_2521,n/a,NE,0,NE
VC_2522,NE,NE,0,NE
VC_2523,D,D,1,D
VC_2524,D,D,1,D
VC_2525,D,E,1,E
VC_2527,E,E,1,E
VC_2528,n/a,E,1,E
VC_2529,NE,NE,0,NE
VC_2530,NE,NE,0,NE
VC_2531,NE,NE,0,NE
VC_2532,NE,NE,0,NE
VC_2533,NE,NE,0,NE
VC_2534,NE,NE,0,NE
VC_2535,NE,NE,0,NE
VC_2536,NE,NE,0,NE
VC_2537,NE,NE,0,NE
VC_2538,NE,NE,0,NE
VC_2539,NE,NE,0,NE
VC_2540,NE,NE,0,NE
VC_2541,NE,NE,1,NE
VC_2542,NE,NE,0,NE
VC_2543,NE,NE,1,NE
VC_2544,NE,NE,0,NE
VC_2545,E,E,1,E
VC_2546,NE,NE,0,NE
VC_2547,NE,NE,0,NE
VC_2548,NE,NE,0,NE
VC_2549,NE,NE,0,NE
VC_2550,NE,NE,0,NE
VC_2551,NE,NE,0,NE
VC_2552,NE,NE,0,NE
VC_2553,NE,NE,0,NE
VC_2554,NE,NE,0,NE
VC_2555,NE,NE,0,NE
VC_2556,NE,NE,0,NE
VC_2557,NE,NE,0,NE
VC_2558,NE,NE,0,NE
VC_2559,NE,NE,0,NE
VC_2560,NE,NE,0,NE
VC_2561,NE,NE,0,NE
VC_2562,NE,NE,0,NE
VC_2563,NE,NE,0,NE
VC_2564,NE,NE,0,NE
VC_2565,NE,NE,0,NE
VC_2566,NE,NE,0,NE
VC_2567,NE,NE,0,NE
VC_2568,NE,NE,0,NE
VC_2569,NE,NE,0,NE
VC_2570,E,E,1,E
VC_2571,E,E,1,E
VC_2572,E,E,1,E
VC_2573,E,E,1,E
VC_2574,E,E,1,E
VC_2575,n/a,E,1,E
VC_2576,E,E,1,E
VC_2577,E,E,1,E
VC_2578,n/a,E,1,E
VC_2579,E,E,1,E
VC_2580,E,E,1,E
VC_2581,E,E,1,E
VC_2582,E,E,1,E
VC_2583,NE,E,1,E
VC_2584,E,E,1,E
VC_2585,E,E,1,E
VC_2586,E,E,1,E
VC_2587,E,E,1,E
VC_2588,n/a,E,1,E
VC_2589,E,E,1,E
VC_2590,E,E,1,E
VC_2591,E,E,1,E
VC_2592,E,E,1,E
VC_2593,E,E,1,E
VC_2594,E,E,1,E
VC_2595,E,E,1,E
VC_2596,E,E,1,E
VC_2597,E,E,1,E
VC_2598,NE,NE,0,NE
VC_2599,NE,NE,0,NE
VC_2600,NE,NE,0,NE
VC_2601,NE,NE,0,NE
VC_2602,E,E,1,E
VC_2603,NE,NE,0,NE
VC_2604,NE,NE,0,NE
VC_2605,n/a,NE,0,NE
VC_2606,NE,NE,0,NE
VC_2607,NE,NE,0,NE
VC_2608,NE,NE,0,NE
VC_2609,NE,NE,0,NE
VC_2610,NE,NE,0,NE
VC_2611,n/a,NE,0,NE
VC_2612,n/a,NE,0,NE
VC_2613,NE,NE,0,NE
VC_2614,NE,NE,0,NE
VC_2615,NE,NE,0,NE
VC_2616,NE,NE,0,NE
VC_2617,NE,NE,0,NE
VC_2618,D,D,0,D
VC_2619,NE,NE,0,NE
VC_2620,NE,NE,0,NE
VC_2621,NE,NE,0,NE
VC_2622,NE,NE,0,NE
VC_2623,E,E,1,E
VC_2624,NE,NE,0,NE
VC_2625,NE,NE,0,NE
VC_2626,E,E,1,E
VC_2627,NE,NE,0,NE
VC_2628,NE,NE,0,NE
VC_2629,NE,NE,0,NE
VC_2630,NE,NE,0,NE
VC_2631,NE,NE,0,NE
VC_2632,NE,NE,0,NE
VC_2633,NE,NE,0,NE
VC_2634,NE,NE,0,NE
VC_2635,NE,NE,0,NE
VC_2636,NE,NE,0,NE
VC_2637,NE,NE,0,NE
VC_2638,NE,NE,0,NE
VC_2639,n/a,NE,0,NE
VC_2640,NE,NE,0,NE
VC_2641,NE,NE,0,NE
VC_2642,NE,NE,0,NE
VC_2643,NE,NE,0,NE
VC_2644,NE,NE,0,NE
VC_2645,NE,NE,0,NE
VC_2646,NE,NE,0,NE
VC_2647,NE,NE,0,NE
VC_2648,n/a,NE,0,NE
VC_2649,D,D,1,D
VC_2650,NE,NE,0,NE
VC_2651,D,E,1,E
VC_2652,n/a,NE,0,NE
VC_2653,NE,NE,0,NE
VC_2654,NE,NE,0,NE
VC_2655,D,NE,0,NE
VC_2656,NE,NE,0,NE
VC_2657,NE,NE,0,NE
VC_2658,NE,NE,0,NE
VC_2659,NE,NE,0,NE
VC_2660,NE,S,0,S
VC_2661,NE,S,0,S
VC_2662,NE,NE,0,NE
VC_2663,n/a,NE,0,NE
VC_2664,E,E,1,E
VC_2665,n/a,E,1,E
VC_2666,NE,NE,0,NE
VC_2667,NE,NE,0,NE
VC_2668,NE,NE,0,NE
VC_2669,NE,NE,0,NE
VC_2670,NE,S,0,S
VC_2671,NE,NE,0,NE
VC_2672,NE,NE,0,NE
VC_2673,NE,NE,0,NE
VC_2674,NE,NE,0,NE
VC_2675,NE,NE,0,NE
VC_2676,E,E,1,E
VC_2677,NE,NE,0,NE
VC_2678,D,E,1,E
VC_2679,n/a,S,0,S
VC_2680,n/a,NE,0,NE
VC_2681,NE,NE,0,NE
VC_2682,NE,NE,0,NE
VC_2683,NE,NE,0,NE
VC_2684,NE,NE,0,NE
VC_2685,NE,NE,0,NE
VC_2686,n/a,NE,1,NE
VC_2687,n/a,NE,0,NE
VC_2688,NE,NE,0,NE
VC_2689,D,S,0,S
VC_2690,NE,NE,0,NE
VC_2691,NE,NE,1,NE
VC_2692,NE,NE,0,NE
VC_2693,NE,NE,0,NE
VC_2694,NE,NE,0,NE
VC_2695,NE,NE,0,NE
VC_2696,NE,NE,0,NE
VC_2697,NE,NE,0,NE
VC_2698,NE,NE,0,NE
VC_2699,NE,NE,0,NE
VC_2700,NE,NE,0,NE
VC_2701,NE,NE,0,NE
VC_2702,NE,NE,0,NE
VC_2703,NE,NE,0,NE
VC_2704,NE,NE,0,NE
VC_2705,NE,NE,0,NE
VC_2706,NE,NE,0,NE
VC_2707,n/a,NE,1,NE
VC_2708,E,E,1,E
VC_2709,NE,NE,0,NE
